IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
104.21.11.167,4,4,0.00,230.64,0.00,AMS,443
172.67.149.18,4,4,0.00,230.73,0.00,AMS,443
104.27.17.167,4,4,0.00,230.73,0.00,FRA,443
172.67.99.138,4,4,0.00,230.75,0.00,FRA,443
104.25.56.176,4,4,0.00,230.83,0.00,FRA,443
104.24.157.168,4,4,0.00,230.88,0.00,FRA,443
104.27.78.160,4,4,0.00,230.88,0.00,FRA,443
104.21.94.228,4,4,0.00,230.92,0.00,AMS,443
104.21.74.157,4,4,0.00,230.96,0.00,AMS,443
104.25.217.130,4,4,0.00,231.15,0.00,FRA,443
104.24.140.238,4,4,0.00,231.20,0.00,FRA,443
172.67.198.183,4,4,0.00,231.21,0.00,AMS,443
104.25.94.17,4,4,0.00,231.21,0.00,FRA,443
104.25.15.133,4,4,0.00,231.23,0.00,FRA,443
104.20.34.52,4,4,0.00,231.25,0.00,FRA,443
104.21.200.160,4,4,0.00,231.26,0.00,AMS,443
104.27.200.210,4,4,0.00,231.28,0.00,FRA,443
104.24.163.93,4,4,0.00,231.31,0.00,FRA,443
104.24.20.178,4,4,0.00,231.44,0.00,FRA,443
104.27.103.229,4,4,0.00,231.48,0.00,FRA,443
104.27.206.22,4,4,0.00,231.48,0.00,FRA,443
104.21.79.53,4,4,0.00,231.55,0.00,AMS,443
104.20.51.51,4,4,0.00,231.57,0.00,FRA,443
104.27.92.8,4,4,0.00,231.72,0.00,FRA,443
104.24.70.150,4,4,0.00,231.77,0.00,FRA,443
172.67.247.207,4,4,0.00,231.88,0.00,AMS,443
104.25.212.201,4,4,0.00,231.94,0.00,FRA,443
104.24.82.69,4,4,0.00,232.11,0.00,FRA,443
104.25.3.65,4,4,0.00,232.21,0.00,FRA,443
104.27.204.55,4,4,0.00,232.21,0.00,FRA,443
104.25.185.40,4,4,0.00,232.45,0.00,FRA,443
172.67.98.154,4,4,0.00,232.46,0.00,FRA,443
104.21.209.42,4,4,0.00,232.51,0.00,AMS,443
172.67.83.204,4,4,0.00,232.56,0.00,FRA,443
172.67.136.140,4,4,0.00,232.90,0.00,AMS,443
172.64.68.40,4,4,0.00,232.93,0.00,FRA,443
104.21.60.48,4,4,0.00,233.04,0.00,AMS,443
104.24.136.15,4,4,0.00,233.10,0.00,FRA,443
104.21.219.174,4,4,0.00,233.11,0.00,AMS,443
104.16.252.41,4,4,0.00,233.14,0.00,SJC,443
104.24.225.235,4,4,0.00,233.17,0.00,FRA,443
104.21.98.184,4,4,0.00,233.53,0.00,AMS,443
172.66.217.40,4,4,0.00,233.62,0.00,FRA,443
104.24.147.24,4,4,0.00,233.98,0.00,FRA,443
172.67.93.22,4,4,0.00,234.12,0.00,FRA,443
104.25.26.202,4,4,0.00,234.16,0.00,FRA,443
104.25.103.104,4,4,0.00,234.17,0.00,FRA,443
104.24.65.137,4,4,0.00,234.20,0.00,FRA,443
104.21.0.195,4,4,0.00,234.24,0.00,AMS,443
104.24.197.63,4,4,0.00,234.27,0.00,FRA,443
104.24.145.109,4,4,0.00,234.30,0.00,FRA,443
104.27.76.13,4,4,0.00,234.32,0.00,FRA,443
104.21.107.161,4,4,0.00,234.41,0.00,AMS,443
104.24.195.108,4,4,0.00,234.53,0.00,FRA,443
104.24.18.104,4,4,0.00,234.54,0.00,FRA,443
104.25.248.74,4,4,0.00,234.55,0.00,FRA,443
104.25.70.161,4,4,0.00,234.59,0.00,FRA,443
104.25.82.101,4,4,0.00,234.62,0.00,FRA,443
104.21.196.221,4,4,0.00,234.73,0.00,AMS,443
104.25.115.5,4,4,0.00,234.94,0.00,FRA,443
172.66.174.53,4,4,0.00,235.41,0.00,FRA,443
104.24.240.77,4,4,0.00,235.56,0.00,FRA,443
172.67.159.104,4,4,0.00,235.72,0.00,AMS,443
172.67.219.121,4,4,0.00,236.01,0.00,AMS,443
172.67.100.107,4,4,0.00,236.12,0.00,FRA,443
104.19.166.31,4,4,0.00,236.46,0.00,SJC,443
172.66.136.59,4,4,0.00,237.06,0.00,FRA,443
104.18.217.115,4,4,0.00,256.01,0.00,SJC,443
104.18.5.79,4,4,0.00,258.26,0.00,SJC,443
104.17.30.112,4,4,0.00,260.46,0.00,SJC,443
104.17.61.118,4,4,0.00,261.40,0.00,SJC,443
172.65.250.236,4,4,0.00,264.08,0.00,SJC,443
104.16.136.207,4,4,0.00,264.32,0.00,SJC,443
104.19.119.163,4,4,0.00,264.90,0.00,SJC,443
104.18.132.6,4,4,0.00,265.15,0.00,SJC,443
104.19.168.241,4,4,0.00,272.86,0.00,SJC,443
104.19.205.219,4,4,0.00,278.39,0.00,SJC,443
198.41.202.189,4,4,0.00,279.97,0.00,SJC,443
104.18.163.68,4,4,0.00,280.44,0.00,SJC,443
104.17.138.208,4,4,0.00,280.56,0.00,SJC,443
104.16.65.25,4,4,0.00,280.95,0.00,SJC,443
172.66.1.174,4,4,0.00,281.27,0.00,SJC,443
104.17.45.7,4,4,0.00,282.97,0.00,SJC,443
172.65.249.100,4,4,0.00,284.65,0.00,CDG,443
104.16.137.227,4,4,0.00,286.92,0.00,SJC,443
104.17.50.46,4,4,0.00,288.54,0.00,SJC,443
104.17.145.168,4,4,0.00,288.78,0.00,SJC,443
104.17.187.102,4,4,0.00,290.22,0.00,SJC,443
141.101.90.118,4,4,0.00,293.91,0.00,ZRH,443
104.16.232.35,4,4,0.00,295.25,0.00,SJC,443
172.65.240.176,4,4,0.00,334.50,0.00,FRA,443
104.17.181.2,4,4,0.00,335.14,0.00,SJC,443
104.19.177.112,4,4,0.00,386.65,0.00,SJC,443
